選手名,年齢,級班,府県,ホーム,期別,タイプ１,タイプ２,先行意欲,番手経験,先頭を残す動きは？,飛び付き可能性,並走可能性,横の動きへの対応（横をする・横をされた時への対応力）,スピード（縦脚含む）,仕掛け,スタミナ,スタート・位置取り評価,単騎での動き,競輪IQ（ラインの意識）,暴走の有無（斜行や激しい横の動きなど）,相性◯バンク,相性✕バンク,不得意季節,コメント
岩橋 則明,53,A級2班,埼玉,大宮,78期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
太田 真一,50,A級2班,埼玉,大宮,75期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
大橋 直人,49,A級2班,埼玉,大宮,77期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
大畑 裕貴,40,A級2班,埼玉,大宮,92期,自在,,△,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
緒方 剛,42,A級2班,埼玉,大宮,92期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
小川 辰徳,37,A級2班,埼玉,,100期,自在,,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
尾崎 悠生,28,A級2班,埼玉,大宮,113期,先行,捲,◯,◯,△,✕,✕,△,◯,◯,△,△,△,◯,✕,,,,
女屋 文伸,47,A級2班,埼玉,大宮,83期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
川田 真也,24,A級2班,埼玉,大宮,125期,先行,捲,◯,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
小島 雅章,50,A級2班,埼玉,大宮,83期,追い込み,,✕,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
近藤 圭佑,39,A級2班,埼玉,大宮,121期,先行,捲,◯,◯,△,△,△,△,△,✕,△,△,△,◯,✕,,,,
新井 剛央,47,A級2班,埼玉,大宮,86期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
台 和紀,48,A級2班,埼玉,大宮,83期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
峠 祐介,50,A級2班,埼玉,西武園,78期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
戸塚 涼介,31,A級2班,埼玉,大宮,111期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,△,△,◯,✕,,,,
中島 淳,26,A級2班,埼玉,大宮,125期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,△,△,◯,✕,,,,
橋谷 成海,25,A級2班,埼玉,大宮,125期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,△,△,◯,✕,,,,
細沼 健治,44,A級2班,埼玉,大宮,89期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
山信田 学,49,A級2班,埼玉,大宮,83期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
渡邊 政幸,42,A級2班,埼玉,西武園,90期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
秋葉 大輔,43,A級2班,東京,立川,90期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
飯島 淳,49,A級2班,東京,立川,78期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
石田 典大,27,A級2班,東京,京王閣,123期,先行,捲,◯,✕,,△,△,△,△,◯,△,△,△,◯,✕,,,,
市川 健太,50,A級2班,東京,松戸,82期,自在,,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,東京支部支部長
川越 宏臣,29,A級2班,東京,京王閣,125期,先行,捲,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
小宮 剛,49,A級2班,東京,松戸,82期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
樋口 瑛土,34,A級2班,東京,西武園,109期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
山崎 充央,51,A級2班,東京,立川,79期,追い込み,,△,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
山本 恵太郎,51,A級2班,東京,立川,71期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
新井 僚太郎,33,A級2班,山梨,,100期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
伊藤 太一,43,A級2班,山梨,,91期,自在,,△,◯,△,△,△,△,△,△,△,◯,△,◯,✕,,,,
加賀美 智史,43,A級2班,山梨,,87期,自在,,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
高峰 賢治,54,A級2班,山梨,,73期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
中島 竜誠,25,A級2班,山梨,,125期,先行,捲,◯,◯,△,◯,✕,△,◯,◯,△,△,△,◯,✕,,,,
宮澤 晃,51,A級2班,山梨,,75期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
伊藤 大理,49,A級2班,長野,,85期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,◯,△,◯,✕,,,,
小峰 烈,45,A級2班,長野,,98期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
平川 雅晃,34,A級2班,長野,,107期,先行,捲,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
川上 真二郎,45,A級2班,新潟,弥彦,86期,追い込み,,✕,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
川村 昭弘,50,A級2班,新潟,弥彦,81期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
佐藤 政利,43,A級2班,新潟,弥彦,91期,追い込み,,✕,◯,△,✕,✕,△,✕,✕,△,△,△,◯,✕,,,,新潟支部支部長
関 智晴,41,A級2班,新潟,弥彦,89期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
西巻 秀太,41,A級2班,新潟,弥彦,97期,追い込み,,✕,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
西村 剛,26,A級2班,新潟,弥彦,125期,先行,捲,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
舟山 佑京,28,A級2班,新潟,弥彦,113期,先行,捲,◯,◯,△,△,✕,△,△,◯,△,△,△,◯,✕,,,,
本田 拓也,42,A級2班,新潟,弥彦,92期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
本間 慎吾,38,A級2班,新潟,弥彦,91期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
會田 正一,55,A級2班,千葉,千葉,68期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
赤井 学,52,A級2班,千葉,千葉,77期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,◯,△,◯,✕,,,,
内田 淳,32,A級2班,千葉,松戸,111期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
大関 祐也,31,A級2班,千葉,千葉,107期,先行,捲,◯,◯,△,△,✕,△,△,◯,△,◯,△,◯,✕,,,,
河上 陽一,49,A級2班,千葉,千葉,99期,自在,,△,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
金野 俊秋,42,A級2班,千葉,松戸,92期,自在,,△,◯,◯,◯,✕,△,△,△,△,◯,△,◯,✕,,,,
坂木田 雄介,51,A級2班,千葉,千葉,78期,先行,捲,△,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
相樂 修,52,A級2班,千葉,松戸,78期,自在,,◯,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
櫻川 雅彦,41,A級2班,千葉,千葉,99期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
須藤 雄太,42,A級2班,千葉,千葉,89期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
田中 勝仁,40,A級2班,千葉,千葉,93期,自在,,△,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
鶴岡 與之,48,A級2班,千葉,千葉,81期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
鳥海 創,24,A級2班,千葉,松戸,123期,先行,捲,◯,◯,△,◯,✕,△,△,◯,△,△,△,◯,✕,,,,
成清 謙二郎,41,A級2班,千葉,千葉,90期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
根藤 浩二,39,A級2班,千葉,松戸,95期,自在,,△,◯,◯,△,✕,△,△,◯,△,△,△,◯,✕,,,,
原岡 泰志郎,36,A級2班,千葉,千葉,100期,自在,,✕,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
宮倉 勇,61,A級2班,千葉,千葉,58期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
山下 祐輔,23,A級2班,千葉,松戸,125期,先行,捲,◯,◯,△,◯,✕,△,◯,◯,△,△,△,◯,✕,,,,
山本 天平,28,A級2班,千葉,松戸,125期,自在,,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
湯浅 大輔,40,A級2班,千葉,千葉,96期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
安藤 宜明,55,A級2班,神奈川,平塚,74期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
伊藤 彰規,35,A級2班,神奈川,川崎,96期,自在,,△,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
井上 嵩,36,A級2班,神奈川,川崎,97期,自在,,△,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
植木 和広,45,A級2班,神奈川,平塚,98期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
上野 真吾,38,A級2班,神奈川,平塚,93期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
大西 健士,45,A級2班,神奈川,川崎,88期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
荻野 哲,51,A級2班,神奈川,平塚,75期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
勝俣 亮,48,A級2班,神奈川,川崎,82期,自在,,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
川田 忍,47,A級2班,神奈川,平塚,87期,自在,,△,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
河野 淳吾,43,A級2班,神奈川,平塚,99期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,◯,△,◯,✕,,,,
齋藤 輝彦,42,A級2班,神奈川,川崎,93期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
櫻井 利之,38,A級2班,神奈川,川崎,101期,自在,,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
佐藤 和典,54,A級2班,神奈川,川崎,70期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
渋谷 錬,34,A級2班,神奈川,平塚,103期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,◯,△,◯,✕,,,,
鈴木 愼二,52,A級2班,神奈川,平塚,74期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
高橋 佑輔,38,A級2班,神奈川,小田原,96期,自在,,△,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
中西 司,44,A級2班,神奈川,平塚,95期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
野中 龍之介,24,A級2班,神奈川,川崎,127期,先行,捲,◯,✕,,✕,✕,◯,◯,◯,△,✕,◯,△,✕,,,,仕掛け・スピード・持久力・2度脚、全て文句ない。チャレンジは特に問題なくやれそう。逃げた際のスタミナだけが心配。単騎での仕掛け所はこれから勉強かな？地元は東京。ポテンシャル高め。神奈川のG1常連選手と練習出来ていることがかなりの財産になっていると思う。「川崎の朝練習はバンクでは郡司（浩平・99期）さんや小原（太樹・95期）さんや小原さんの弟子の方とかとやらせてもらっています。走り方とかアドバイスをもらったり、毎回違うメニューで色々とやっているので、色々と力が付いていると思う。色々と吸収したいし盗めるところは盗みたい。恩返しではないけど前で走りたい気持ちがある。地脚を強化したいですね。ダッシュでは一周くらいは持つかもしれないけど、それ以上はタレると思うので」（本人談）					
森川 剛,46,A級2班,神奈川,,89期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
八嶋 稔真,29,A級2班,神奈川,平塚,113期,先行,捲,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
山本 淳,50,A級2班,神奈川,川崎,94期,自在,,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
渡辺 聖,39,A級2班,神奈川,小田原,100期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
浅沼 聖士,44,A級2班,静岡,静岡,87期,追い込み,,✕,◯,△,✕,✕,△,△,◯,△,◯,△,◯,✕,,,,
阿部 俊,25,A級2班,静岡,,125期,先行,捲,◯,◯,△,◯,✕,△,△,◯,△,△,△,◯,✕,,,,
伊藤 拓人,37,A級2班,静岡,静岡,94期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
岩辺 陸,21,A級2班,静岡,静岡,127期,先行,捲,◯,✕,,✕,◯,△,◯,◯,◯,△,◯,◯,✕,,,,仕掛けの無理矢理感はある。仕掛け所を理解できれば伸びる。スピードもあって良かった。					
梅原 大治,48,A級2班,静岡,,81期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
遠藤 勝弥,36,A級2班,静岡,静岡,109期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
河合 康晴,55,A級2班,静岡,静岡,68期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
栗田 雄矢,39,A級2班,静岡,静岡,96期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
齊藤 健人,38,A級2班,静岡,静岡,92期,自在,,△,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
桜井 大地,31,A級2班,静岡,静岡,111期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
佐藤 明,50,A級2班,静岡,静岡,77期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
佐野 恭太,46,A級2班,静岡,静岡,94期,自在,,△,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
柴田 竜史,37,A級2班,静岡,静岡,96期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
斯波 雅貴,55,A級2班,静岡,静岡,64期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
鈴木 良太,48,A級2班,静岡,静岡,86期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,静岡支部支部長
高橋 健太,47,A級2班,静岡,静岡,80期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
高橋 隆太,42,A級2班,静岡,静岡,90期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
夏目 新吾,37,A級2班,静岡,静岡,103期,先行,捲,◯,◯,△,◯,✕,△,△,△,△,△,△,◯,✕,,,,
平田 徹,50,A級2班,静岡,静岡,78期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
深澤 伸介,49,A級2班,静岡,静岡,76期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
藤原 清隆,44,A級2班,静岡,,87期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
増田 利明,46,A級2班,静岡,静岡,81期,自在,,△,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
松山 正和,54,A級2班,静岡,静岡,76期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
丸山 留依,19,A級2班,静岡,静岡,127期,先行,捲,◯,✕,,✕,✕,◯,◯,◯,△,△,△,◯,✕,,,,しっかりと持ち味は出せている。ラインの意識もある。長い距離踏めそう。A級でもしっかりやれているので成長スピードが著しく良い。ラインの意識もあるので安心感がある。					
望月 紀男,48,A級2班,静岡,静岡,79期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
望月 嘉人,29,A級2班,静岡,静岡,123期,先行,捲,◯,◯,△,△,✕,△,△,◯,△,△,△,◯,✕,,,,
渡邊 一洋,52,A級2班,静岡,,72期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
渡邉 直弥,29,A級2班,静岡,静岡,113期,自在,,△,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
朝日 勇,51,A級2班,愛知,名古屋,74期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
犬塚 貴之,25,A級2班,愛知,豊橋,117期,先行,捲,△,◯,△,△,△,△,△,△,△,◯,◯,△,✕,,,,
岩城 佑典,26,A級2班,愛知,豊橋,119期,先行,捲,◯,◯,△,△,△,△,△,◯,△,◯,△,◯,✕,,,,
牛田 樹希斗,27,A級2班,愛知,豊橋,119期,先行,捲,◯,◯,△,△,△,△,△,△,△,△,△,△,✕,,,,
臼井 昌巨,41,A級2班,愛知,一宮,89期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
大谷 靖茂,43,A級2班,愛知,名古屋,93期,先行,捲,◯,◯,△,△,△,◯,△,△,△,△,△,◯,✕,,,,
小川 大地,35,A級2班,愛知,名古屋,98期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
小川 将人,50,A級2班,愛知,名古屋,75期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
桜井 雄太,34,A級2班,愛知,名古屋,100期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
下岡 優季,35,A級2班,愛知,豊橋,105期,先行,捲,◯,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
白井 一機,56,A級2班,愛知,豊橋,65期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
高野 信元,26,A級2班,愛知,豊橋,125期,先行,捲,◯,✕,,△,◯,△,◯,◯,△,△,△,◯,✕,,,,
瀧川 幸広,29,A級2班,愛知,名古屋,125期,先行,捲,◯,✕,,△,△,△,△,△,△,△,△,◯,✕,,,,
富安 保充,43,A級2班,愛知,豊橋,91期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
長谷川 裕一,39,A級2班,愛知,豊橋,121期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
疋田 敏,58,A級2班,愛知,名古屋,59期,追い込み,,✕,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
深見 仁哉,43,A級2班,愛知,豊橋,91期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
水谷 将司,38,A級2班,愛知,名古屋,105期,追い込み,,✕,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
水谷 亮太,28,A級2班,愛知,名古屋,125期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
村上 卓茂,47,A級2班,愛知,豊橋,84期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
森崎 英登,26,A級2班,愛知,名古屋,125期,先行,捲,◯,◯,△,△,△,△,◯,◯,△,◯,△,◯,✕,,,,
山田 哲也,43,A級2班,愛知,名古屋,99期,追い込み,,✕,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
山本 和虎,22,A級2班,愛知,名古屋,125期,先行,捲,◯,✕,,◯,✕,△,△,△,△,△,△,◯,✕,,,,
渡会 啓介,49,A級2班,愛知,豊橋,83期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
鰐渕 正利,55,A級2班,愛知,名古屋,65期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
安達 光伸,23,A級2班,岐阜,大垣,127期,先行,捲,◯,✕,,✕,◯,△,◯,◯,△,◯,△,◯,✕,,,,かまし捲りは安達のスタイル。本デビューもスタイルは貫いたが良く先輩が追走したなとの印象。スピードはさすがのものがある					
板橋 慎治,44,A級2班,岐阜,大垣,95期,追い込み,,✕,◯,△,△,✕,△,△,△,△,◯,△,◯,✕,,,,
岡崎 祥伍,36,A級2班,岐阜,大垣,97期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
北村 篤,38,A級2班,岐阜,岐阜,94期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
柴田 祐也,41,A級2班,岐阜,岐阜,94期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,岐阜支部支部長
田中 秀治,48,A級2班,岐阜,岐阜,82期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
冨岡 健一,55,A級2班,岐阜,岐阜,64期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
永井 清史,42,A級2班,岐阜,岐阜,88期,自在,,△,◯,△,◯,◯,△,△,△,△,△,△,◯,✕,,,,
橋本 英也,31,A級2班,岐阜,大垣,113期,先行,捲,△,◯,△,△,△,△,△,△,△,△,△,△,✕,,,,ナショナル中長距離代表
藤井 稜也,29,A級2班,岐阜,岐阜,115期,自在,,△,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
松岡 晋乃介,29,A級2班,岐阜,大垣,109期,先行,捲,△,◯,△,△,△,△,△,△,△,◯,△,◯,✕,,,,
松尾 淳,50,A級2班,岐阜,岐阜,77期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
三浦 靖,61,A級2班,岐阜,岐阜,53期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
村瀬 大和,23,A級2班,岐阜,岐阜,119期,先行,捲,◯,◯,△,△,✕,△,◯,◯,△,◯,△,◯,✕,,,,
本村 隆文,46,A級2班,岐阜,大垣,81期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
山田 純也,36,A級2班,岐阜,岐阜,99期,自在,,◯,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,
山田 隼司,38,A級2班,岐阜,大垣,91期,自在,,△,◯,△,◯,◯,△,△,△,△,△,△,◯,✕,,,,
東 鉄也,44,A級2班,三重,松阪,88期,自在,,△,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
梅澤 忠秀,24,A級2班,三重,松阪,125期,先行,捲,◯,✕,,△,△,△,◯,◯,△,◯,△,◯,✕,,,,
勝谷 勝治,35,A級2班,三重,四日市,115期,先行,捲,△,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
川口 聖翔,36,A級2班,三重,松阪,100期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
倉野 隆太郎,41,A級2班,三重,松阪,91期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
小西 誠也,49,A級2班,三重,松阪,80期,追い込み,,✕,◯,△,△,✕,△,△,△,△,△,△,◯,✕,,,,三重支部支部長
坂元 洋行,46,A級2班,三重,四日市,88期,追い込み,,✕,◯,△,✕,✕,△,△,△,△,△,△,◯,✕,,,,
佐藤 大地,25,A級2班,三重,松阪,125期,先行,捲,◯,✕,,△,△,△,◯,◯,△,◯,△,◯,✕,,,,
高谷 進太郎,46,A級2班,三重,松阪,85期,自在,,△,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
